,station_id,Unknown,Year
371,590230,99999,2016
372,590460,99999,2016
373,590580,99999,2016
374,590720,99999,2016
375,590820,99999,2016
376,590870,99999,2016
377,590960,99999,2016
378,591020,99999,2016
379,591170,99999,2016
380,591340,99999,2016
381,591580,99999,2016
382,591625,99999,2016
383,592090,99999,2016
384,592110,99999,2016
385,592540,99999,2016
386,592650,99999,2016
387,592780,99999,2016
388,592870,99999,2016
389,592871,99999,2016
390,592930,99999,2016
391,593160,99999,2016
392,593580,99999,2016
393,594170,99999,2016
394,594310,99999,2016
395,594560,99999,2016
396,594930,99999,2016
397,595010,99999,2016
398,595590,99999,2016
399,595620,99999,2016
400,595670,99999,2016
401,596320,99999,2016
402,596440,99999,2016
403,596580,99999,2016
404,596630,99999,2016
405,596730,99999,2016
406,597580,99999,2016
407,597920,99999,2016
408,598380,99999,2016
409,598450,99999,2016
410,598550,99999,2016
411,599480,99999,2016
412,599810,99999,2016
413,599850,99999,2016
414,599970,99999,2016
